,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,FlowTerminationReason,FlowType,HostType,Predicted Probability,Predicted Type
16610,147.32.84.160-212.117.171.138-2245-65500-6,147.32.84.160,2245,212.117.171.138,65500,TCP,15/08/2011 08:23:33 PM,36452940,15,5,24.0,28.0,10.0,0.0,1.6,3.480558247506528,23.0,0.0,5.6,9.864076236526156,1.4264967379860172,0.5486525915330835,1918575.789473684,6215315.727892309,26438450.0,7.0,36452940.0,2603781.4285714286,7183603.996914584,26438450.0,7.0,9836329.0,2459082.25,3885621.558559829,8212526.0,21439.0,0,0,0,0,316,108,0.4114894436498126,0.1371631478832709,0.0,23.0,2.476190476190476,5.591234636634807,31.26190476190476,1,3,0,7,18,0,0,0,0.0,2.6,1.6,5.6,0,0,0,0,0,0,0,1,0,1,64240,5840,4,20,1000765.0,1133859.8657682526,1802525.0,199005.0,TCP_FIN,Virut,INFECTED,0.9934581,MALICIOUS
16669,147.32.84.160-212.117.171.138-2408-65500-6,147.32.84.160,2408,212.117.171.138,65500,TCP,15/08/2011 08:24:52 PM,59657112,256,87,312930.0,874.0,1460.0,0.0,1222.3828125,462.385207733641,405.0,0.0,10.045977011494244,56.88337887086973,5260.127241828267,5.749524046688683,174435.99999999985,2509067.9316012016,45936504.0,4.0,59473343.0,233228.7960784316,2915049.695402361,46097273.0,4.0,59634771.0,693427.569767442,4993837.372550588,45936812.0,85.0,0,0,0,0,5136,1748,4.291189959044615,1.4583340876440685,0.0,1460.0,912.220930232558,663.6495729767719,440430.7557122517,1,3,0,54,341,0,0,0,0.0,914.8804664723032,1222.3828125,10.045977011494251,0,0,0,313786,241,98850,0,912,0,2,64240,65535,240,20,2495147.0,3496640.204540353,4967645.0,22649.0,TCP_FIN,Virut,INFECTED,0.90781635,MALICIOUS
16805,147.32.84.160-212.117.171.138-2880-65500-6,147.32.84.160,2880,212.117.171.138,65500,TCP,15/08/2011 08:28:50 PM,32099996,15,5,24.0,28.0,10.0,0.0,1.6,3.480558247506528,23.0,0.0,5.6,9.864076236526156,1.61993789656547,0.6230530371405655,1689473.4736842106,5388324.16483858,22833116.0,6.0,32099996.0,2292856.8571428577,6225190.444951184,22833116.0,6.0,9099361.0,2274840.25,3545947.6240850277,7522261.0,21719.0,0,0,0,0,316,108,0.4672897778554241,0.1557632592851413,0.0,23.0,2.476190476190476,5.591234636634807,31.26190476190476,1,3,0,7,18,0,0,0,0.0,2.6,1.6,5.6,0,0,0,0,0,0,0,1,0,1,64240,5840,4,20,972271.5,1107434.5782485302,1755346.0,189197.0,TCP_FIN,Virut,INFECTED,0.9933936,MALICIOUS
16940,147.32.84.160-212.117.171.138-3363-65500-6,147.32.84.160,3363,212.117.171.138,65500,TCP,15/08/2011 08:32:49 PM,15320887,31,10,8484.0,958.0,1460.0,0.0,273.67741935483866,549.145420151273,629.0,0.0,95.8,199.127987876028,616.2828562079989,2.67608526843126,383022.1750000001,1423083.474554694,7311095.0,8.0,15320887.0,510696.2333333333,1650331.2841052853,7311095.0,8.0,15132414.0,1681379.3333333333,2803866.771265354,7510984.0,10521.0,0,0,0,0,636,208,2.023381544423636,0.6527037240076243,0.0,1460.0,224.80952380952385,486.2673277667607,236455.91405342624,1,3,0,16,39,0,0,0,0.0,230.2926829268293,273.6774193548387,95.8,0,0,0,9424,15,12039,0,206,0,23,64240,11680,14,20,199107.5,249838.5034627369,375770.0,22445.0,TCP_FIN,Virut,INFECTED,0.98564446,MALICIOUS
16988,147.32.84.160-212.117.171.138-3484-65500-6,147.32.84.160,3484,212.117.171.138,65500,TCP,15/08/2011 08:34:07 PM,14127051,32,13,11656.0,3699.0,1460.0,0.0,364.25,591.8282771863975,2581.0,0.0,284.53846153846155,716.8245502892852,1086.9218211217617,3.185378179777224,321069.340909091,1171170.4806199365,5708678.0,5.0,14081716.0,454248.9032258064,1387178.444189916,5708678.0,5.0,14104644.0,1175387.0,2162899.517726862,5908478.0,10871.0,0,0,0,0,656,268,2.26515781673047,0.9202203630467534,0.0,2581.0,333.80434782608694,618.1832026031411,382150.4719806763,1,3,0,17,43,0,0,0,0.0,341.22222222222223,364.25,284.53846153846155,0,0,0,15337,18,19204,0,259,0,82,64240,20440,16,20,1151243.5,1345732.3919355215,2102820.0,199667.0,TCP_FIN,Virut,INFECTED,0.99221647,MALICIOUS
16994,147.32.84.160-212.117.171.138-3498-65500-6,147.32.84.160,3498,212.117.171.138,65500,TCP,15/08/2011 08:34:16 PM,34102639,15,5,24.0,32.0,10.0,0.0,1.6,3.480558247506528,27.0,0.0,6.4,11.631852818876276,1.6421016567075644,0.5864648773955586,1794875.7368421052,5508157.278785618,21731863.0,4.0,34102639.0,2435902.785714285,6350850.4455055855,21731863.0,4.0,12192453.0,3048113.25,5846890.727591966,11817750.0,21537.0,0,0,0,0,316,108,0.439848658046669,0.1466162193488896,0.0,27.0,2.6666666666666665,6.342975116877989,40.23333333333333,1,3,0,7,18,0,0,0,0.0,2.8,1.6,6.4,0,0,0,0,0,0,0,1,0,1,64240,5840,4,20,377140.0,251382.11756606717,554894.0,199386.0,TCP_FIN,Virut,INFECTED,0.99422306,MALICIOUS
17004,147.32.84.160-212.117.171.138-3532-65500-6,147.32.84.160,3532,212.117.171.138,65500,TCP,15/08/2011 08:34:38 PM,21704602,32,13,11172.0,2478.0,1460.0,0.0,349.12499999999994,578.6368714766265,1448.0,0.0,190.6153846153846,425.1238130359865,628.8988851304438,2.0732930279025616,493286.40909090935,2169898.387433924,13310324.0,5.0,21667411.0,698948.741935484,2593327.237604373,13448944.0,5.0,21680762.0,1806730.1666666665,4010856.217270636,13310523.0,10580.0,0,0,0,0,656,268,1.4743417087307105,0.5989513191718512,0.0,1460.0,296.7391304347827,534.7997105784393,286010.7304347825,1,3,0,19,43,0,0,0,0.0,303.3333333333333,349.125,190.6153846153846,0,0,0,13632,20,21092,0,248,0,55,64240,20440,18,20,932724.0,1285074.6509249958,1841409.0,24039.0,TCP_FIN,Virut,INFECTED,0.9919956,MALICIOUS
17059,147.32.84.160-212.117.171.138-3638-65500-6,147.32.84.160,3638,212.117.171.138,65500,TCP,15/08/2011 08:36:01 PM,33949415,15,5,24.0,33.0,10.0,0.0,1.6,3.480558247506528,28.0,0.0,6.6,12.074767078498864,1.6789685477643723,0.5891117711453938,1786811.3157894737,5355818.520250798,21731561.0,7.0,33949415.0,2424958.214285714,6171605.109813968,21731561.0,7.0,12039837.0,3009959.25,4915916.802106695,10313904.0,22109.0,0,0,0,0,316,108,0.4418338283590453,0.1472779427863484,0.0,28.0,2.714285714285714,6.535616704970213,42.71428571428571,1,3,0,7,18,0,0,0,0.0,2.85,1.6,6.6,0,0,0,0,0,0,0,1,0,1,64240,5840,4,20,1051207.0,1203862.0228921585,1902466.0,199948.0,TCP_FIN,Virut,INFECTED,0.99376935,MALICIOUS
17061,147.32.84.160-212.117.171.138-3668-65500-6,147.32.84.160,3668,212.117.171.138,65500,TCP,15/08/2011 08:36:22 PM,14555396,152,46,174390.0,6483.0,1460.0,0.0,1147.3026315789475,530.4524126745342,1460.0,0.0,140.9347826086956,414.6512002567895,12426.525530463066,13.603202551136365,73885.25888324871,618376.3132642657,7010992.0,5.0,14477273.0,95875.98013245028,711824.0112073161,7010992.0,5.0,14532987.0,322955.2666666667,1300044.5260270787,7210832.0,13.0,0,0,0,0,3056,928,10.442862564508722,3.16033998662764,0.0,1460.0,908.9095477386934,662.1820234505825,438485.0321811077,1,3,0,37,196,0,0,0,0.0,913.5,1147.3026315789473,140.93478260869566,0,0,0,180869,144,92330,0,880,0,32,64240,62780,136,20,175966.0,216866.82136278937,329314.0,22618.0,TCP_FIN,Virut,INFECTED,0.9362804,MALICIOUS
17126,147.32.84.160-212.117.171.138-3779-65500-6,147.32.84.160,3779,212.117.171.138,65500,TCP,15/08/2011 08:38:01 PM,87726813,248,64,312578.0,1402.0,1460.0,0.0,1260.395161290322,416.6826541967832,933.0,0.0,21.906250000000004,123.62279015631282,3579.0653879105357,3.556495321447503,282079.78456591646,4158916.2536799433,72557373.0,7.0,87049693.0,352427.90688259096,4673946.818151861,72682441.0,7.0,87704501.0,1392134.9365079373,9218569.1922112,72557656.0,322.0,0,0,0,0,4976,1288,2.826957819612118,0.7295375018353852,0.0,1460.0,1003.1309904153352,627.5907372066143,393870.1334275417,1,3,0,52,310,0,0,0,0.0,1006.3461538461538,1260.395161290323,21.90625,0,0,0,156990,122,95486,0,1001,0,4,64240,58400,238,20,273893.0,355389.03979723406,525191.0,22595.0,TCP_FIN,Virut,INFECTED,0.96551657,MALICIOUS
17144,147.32.84.160-212.117.171.138-3862-65500-6,147.32.84.160,3862,212.117.171.138,65500,TCP,15/08/2011 08:39:56 PM,55480166,15,5,24.0,28.0,10.0,0.0,1.6,3.480558247506528,23.0,0.0,5.6,9.864076236526156,0.9372718892009084,0.3604891881541955,2920008.7368421056,8416807.158241695,30983694.0,7.0,55480166.0,3962869.0,9710796.25410785,31121864.0,7.0,33570571.0,8392642.75,15100400.448658535,30983965.0,21928.0,0,0,0,0,316,108,0.2703668911156466,0.0901222970385488,0.0,23.0,2.476190476190476,5.591234636634807,31.26190476190476,1,3,0,7,18,0,0,0,0.0,2.6,1.6,5.6,0,0,0,0,0,0,0,1,0,1,64240,5840,4,20,1382471.0,1923116.8985794908,2742320.0,22622.0,TCP_FIN,Virut,INFECTED,0.9959189,MALICIOUS
17190,147.32.84.160-212.117.171.138-3881-65500-6,147.32.84.160,3881,212.117.171.138,65500,TCP,15/08/2011 08:40:30 PM,297991927,34,14,24858.0,172.0,1460.0,0.0,731.1176470588236,678.3658065954771,158.0,0.0,12.285714285714286,42.026417646758574,83.99556408117057,0.1610781892087969,6340253.765957442,42307088.86143662,290143894.0,8.0,297991927.0,9030058.393939396,50503954.50351318,290294269.0,8.0,297846237.0,22911249.0,80313167.01226534,290144111.0,214.0,0,0,0,0,696,288,0.1140970506895645,0.0469811385192324,0.0,1460.0,510.81632653061234,655.0987417134595,429154.36139455787,1,3,0,20,46,0,0,0,0.0,521.4583333333334,731.1176470588235,12.285714285714286,0,0,0,12515,14,19055,0,517,0,3,64240,23360,24,20,337035.5,444212.25811598223,651141.0,22930.0,TCP_FIN,Virut,INFECTED,0.9673195,MALICIOUS
17197,147.32.84.160-212.117.171.138-4084-65500-6,147.32.84.160,4084,212.117.171.138,65500,TCP,15/08/2011 08:45:22 PM,27693523,14,5,14.0,36.0,10.0,0.0,1.0,2.6890089681459286,31.0,0.0,7.2,13.405222862750175,1.805476320221158,0.68608100168404,1538529.0555555555,5159700.343781746,21631152.0,8.0,27693523.0,2130271.0,6029800.931518787,21631152.0,8.0,5885036.0,1471259.0,2627375.53730524,5409075.0,22338.0,0,0,0,0,296,108,0.5055333696619242,0.1805476320221158,0.0,31.0,2.5,7.111887749987415,50.578947368421055,1,3,0,6,17,0,0,0,0.0,2.631578947368421,1.0,7.2,0,0,0,0,0,0,0,0,0,1,64240,5840,3,20,427042.0,321924.5042707995,654677.0,199407.0,TCP_FIN,Virut,INFECTED,0.99310654,MALICIOUS
17201,147.32.84.160-212.117.171.138-4096-65500-6,147.32.84.160,4096,212.117.171.138,65500,TCP,15/08/2011 08:45:28 PM,21943189,55,25,36284.0,1279.0,1460.0,0.0,659.7090909090908,689.8171972751663,421.0,0.0,51.15999999999999,128.28798332917492,1711.829579556554,3.645778195685231,277761.8860759493,1451354.101528603,9314228.0,2.0,21943189.0,406355.3518518518,1748381.8443939162,9314228.0,2.0,21920475.0,913353.125,2613032.0125702266,9514792.0,239.0,0,0,0,0,1116,508,2.506472509533596,1.1393056861516346,0.0,1460.0,463.7407407407407,639.0773775095191,408419.8944444444,1,3,0,23,78,0,0,0,0.0,469.5375,659.709090909091,51.16,0,0,0,37545,38,19377,0,453,0,15,64240,43800,36,20,800821.0,708871.7197123892,1302069.0,299573.0,TCP_FIN,Virut,INFECTED,0.9917818,MALICIOUS
17240,147.32.84.160-212.117.171.138-4170-65500-6,147.32.84.160,4170,212.117.171.138,65500,TCP,15/08/2011 08:46:10 PM,215819532,36,13,24859.0,178.0,1460.0,0.0,690.5277777777777,680.2469083716635,164.0,0.0,13.692307692307695,45.24817605050435,116.00896252522686,0.2270415450627517,4496240.250000001,29950824.06175097,207599044.0,6.0,215819532.0,6166272.342857145,35084495.46687205,207720134.0,6.0,215709914.0,17975826.166666668,59739751.91845895,207599308.0,11.0,0,0,0,0,736,268,0.1668060331073278,0.0602355119554239,0.0,1460.0,500.7399999999999,652.3358910054525,425542.1146938775,1,3,0,20,47,0,0,0,0.0,510.9591836734694,690.5277777777778,13.692307692307692,0,0,0,25019,23,38137,0,507,0,3,64240,23360,24,20,172219.5,211477.9605833667,321757.0,22682.0,TCP_FIN,Virut,INFECTED,0.96374965,MALICIOUS
17292,147.32.84.160-212.117.171.138-4550-65500-6,147.32.84.160,4550,212.117.171.138,65500,TCP,15/08/2011 08:51:10 PM,15565523,28,14,11752.0,3779.0,1460.0,0.0,419.7142857142856,619.726155601414,1460.0,0.0,269.92857142857144,518.853390332318,997.7820854461492,2.6982710442816478,379646.9024390245,1553056.3990525072,8678579.0,6.0,15520172.0,574821.1851851852,1925197.404877804,8843142.0,6.0,15542690.0,1195591.5384615385,2679528.047817147,8678839.0,10516.0,0,0,0,0,576,288,1.7988473628544317,0.8994236814272157,0.0,1460.0,361.1860465116279,581.7115655674642,338388.34551495017,1,3,0,17,40,0,0,0,0.0,369.7857142857143,419.7142857142857,269.92857142857144,0,0,0,7765,12,10372,0,279,0,89,64240,20440,16,20,594530.0,808133.9554417944,1165967.0,23093.0,TCP_FIN,Virut,INFECTED,0.98032117,MALICIOUS
17321,147.32.84.160-212.117.171.138-4629-65500-6,147.32.84.160,4629,212.117.171.138,65500,TCP,15/08/2011 08:52:13 PM,18491813,240,73,282260.0,3342.0,1460.0,0.0,1176.0833333333337,488.1805274036673,1460.0,0.0,45.78082191780823,239.77224416420117,15444.780887628487,16.926409541346757,59268.63141025635,542932.0253231468,7011801.0,6.0,18457730.0,77228.99581589954,622397.5556697879,7011801.0,6.0,18469450.0,256520.1388888889,1147478.92977979,7212413.0,13.0,0,0,0,0,4816,1468,12.97871658122435,3.9476929601224064,0.0,1460.0,909.5605095541404,652.9359776391448,426325.39089558576,1,3,0,69,311,0,0,0,0.0,912.4664536741216,1176.0833333333333,45.78082191780822,0,0,0,285584,225,120474,0,901,0,10,64240,65535,222,20,1452013.0,1770275.7678260186,2703787.0,200239.0,TCP_FIN,Virut,INFECTED,0.9416833,MALICIOUS
17329,147.32.84.160-212.117.171.138-4660-65500-6,147.32.84.160,4660,212.117.171.138,65500,TCP,15/08/2011 08:52:34 PM,17997055,54,22,34020.0,3859.0,1460.0,0.0,629.9999999999999,686.3295869236532,1460.0,0.0,175.4090909090909,435.9602055988607,2104.733246633963,4.222913137732813,239960.7333333333,1164632.0725886312,7611680.0,3.0,17954417.0,338762.5849056604,1381226.016743548,7611680.0,3.0,17974722.0,855939.1428571427,2180731.8296473618,7811978.0,10.0,0,0,0,0,1096,448,3.000490913652261,1.222422224080551,0.0,1460.0,491.9350649350651,653.2544305177838,426741.3509911141,1,3,0,23,74,0,0,0,0.0,498.4078947368421,630.0,175.4090909090909,0,0,0,37861,39,32462,0,447,0,50,64240,43800,36,20,1351568.0,1629097.656321437,2503514.0,199622.0,TCP_FIN,Virut,INFECTED,0.9823789,MALICIOUS
17345,147.32.84.160-212.117.171.138-4695-65500-6,147.32.84.160,4695,212.117.171.138,65500,TCP,15/08/2011 08:52:56 PM,18789008,200,56,241418.0,3422.0,1460.0,0.0,1207.0899999999997,479.8447214291485,1460.0,0.0,61.10714285714285,273.2439255631181,13031.023245080316,13.62498754590982,73682.38431372546,625557.256174411,7210663.0,4.0,18709699.0,94018.58793969853,710038.3902876478,7210663.0,4.0,18766669.0,341212.1636363637,1361164.1619970803,7410818.0,177.0,0,0,0,0,4016,1128,10.644521520242048,2.980466025667773,0.0,1460.0,952.6848249027236,650.4006381611101,423020.9901203793,1,3,0,49,254,0,0,0,0.0,956.40625,1207.09,61.10714285714285,0,0,0,244822,187,121073,0,943,0,13,64240,65535,184,20,1451732.0,1770933.3771325222,2703971.0,199493.0,TCP_FIN,Virut,INFECTED,0.9482519,MALICIOUS
17365,147.32.84.160-212.117.171.138-4757-65500-6,147.32.84.160,4757,212.117.171.138,65500,TCP,15/08/2011 08:53:36 PM,17818020,156,56,174358.0,6579.0,1460.0,0.0,1117.6794871794875,555.9575173742113,1460.0,0.0,117.48214285714286,380.1835915866021,10154.719772455075,11.898067237549402,84445.59241706156,603001.2786229159,5691476.0,4.0,17783185.0,114730.22580645166,709704.7816617963,5839173.0,4.0,17795410.0,323552.9090909092,1187010.2523205297,5691755.0,159.0,0,0,0,0,3136,1128,8.755181552158994,3.142885685390408,0.0,1460.0,849.4694835680751,679.2311450138366,461354.94835680746,1,3,0,43,210,0,0,0,0.0,853.4764150943396,1117.679487179487,117.48214285714286,0,0,0,180919,143,86394,0,822,0,31,64240,62780,138,20,185487.0,229948.2968147405,348085.0,22889.0,TCP_FIN,Virut,INFECTED,0.9217283,MALICIOUS
17387,147.32.84.160-212.117.171.138-4802-65500-6,147.32.84.160,4802,212.117.171.138,65500,TCP,15/08/2011 08:54:02 PM,17967042,154,45,174390.0,6611.0,1460.0,0.0,1132.4025974025972,542.8487014564447,2920.0,0.0,146.9111111111111,523.1589721117379,10074.05670894519,11.075835410191615,90742.63636363638,690358.6339708371,7023649.0,2.0,17896903.0,116973.2222222222,786411.3307254236,7023649.0,2.0,17944598.0,407831.7727272725,1477277.3251476004,7224141.0,314.0,0,0,0,0,3096,908,8.571249513414617,2.504585896776999,0.0,2920.0,905.0050000000002,679.097327987231,461173.1808793968,1,3,0,39,197,0,0,0,0.0,909.5527638190956,1132.4025974025974,146.9111111111111,0,0,0,180983,140,96928,0,876,0,33,64240,62780,136,20,1260956.5,1499697.8224710803,2321403.0,200510.0,TCP_FIN,Virut,INFECTED,0.9606891,MALICIOUS
17408,147.32.84.160-212.117.171.138-4906-65500-6,147.32.84.160,4906,212.117.171.138,65500,TCP,15/08/2011 08:54:40 PM,16758820,156,46,174358.0,6595.0,1460.0,0.0,1117.6794871794873,554.512340095732,1460.0,0.0,143.36956521739123,416.0883644769944,10797.478581427573,12.053354591791068,83377.21393034824,648648.9923367564,7313805.0,6.0,16689619.0,107674.96129032248,739407.0672371427,7313805.0,6.0,16736362.0,371919.15555555566,1386767.1053521466,7514100.0,252.0,0,0,0,0,3136,928,9.308531268907954,2.7448233228831147,0.0,1460.0,891.3940886699506,667.3884616748813,445407.3587767645,1,3,0,39,200,0,0,0,0.0,895.8069306930693,1117.679487179487,143.3695652173913,0,0,0,180935,141,97514,0,863,0,32,64240,62780,136,20,1049885.5,1206159.4128242335,1902769.0,197002.0,TCP_FIN,Virut,INFECTED,0.9306155,MALICIOUS
17428,147.32.84.160-212.117.171.138-4933-65500-6,147.32.84.160,4933,212.117.171.138,65500,TCP,15/08/2011 08:55:02 PM,97340342,15,5,24.0,33.0,10.0,0.0,1.6,3.480558247506528,28.0,0.0,6.6,12.074767078498864,0.5855742729977258,0.2054646571921844,5123175.894736842,16363608.449187968,67584970.0,8.0,97340342.0,6952881.571428572,18948064.71831973,67774673.0,8.0,69823644.0,17455911.0,33431442.93175674,67585187.0,22291.0,0,0,0,0,316,108,0.1540984928941383,0.0513661642980461,0.0,28.0,2.714285714285714,6.535616704970213,42.71428571428571,1,3,0,7,18,0,0,0,0.0,2.85,1.6,6.6,0,0,0,0,0,0,0,1,0,1,64240,5840,4,20,1207955.5,1676214.3024722403,2393218.0,22693.0,TCP_FIN,Virut,INFECTED,0.99374324,MALICIOUS
17432,147.32.84.160-212.117.171.138-1032-65500-6,147.32.84.160,1032,212.117.171.138,65500,TCP,15/08/2011 08:56:14 PM,71202645,15,5,24.0,31.0,10.0,0.0,1.6,3.480558247506528,26.0,0.0,6.2,11.189280584559492,0.7724432147148466,0.2808884417144897,3747507.6315789474,11696770.8422018,46489053.0,9.0,71202645.0,5085903.214285716,13535750.031217812,46644244.0,9.0,47189901.0,11797475.25,23128740.63759329,46489292.0,21695.0,0,0,0,0,316,108,0.2106663312858672,0.0702221104286224,0.0,26.0,2.619047619047619,6.152041860034687,37.84761904761905,1,3,0,7,18,0,0,0,0.0,2.75,1.6,6.2,0,0,0,35,5,49,0,1,0,1,64240,5840,4,20,439398.5,589427.9493411387,856187.0,22610.0,TCP_FIN,Virut,INFECTED,0.99602354,MALICIOUS
17465,147.32.84.160-212.117.171.138-1061-65500-6,147.32.84.160,1061,212.117.171.138,65500,TCP,15/08/2011 08:57:04 PM,195426472,15,5,24.0,33.0,10.0,0.0,1.6,3.480558247506528,28.0,0.0,6.6,12.074767078498864,0.2916697999849273,0.1023402806964657,10285603.78947368,38469672.92510227,167130186.0,8.0,195426472.0,13959033.714285716,44690588.83470637,167260663.0,8.0,168507051.0,42126762.75,83337472.21273997,167130454.0,20859.0,0,0,0,0,316,108,0.0767552105223493,0.0255850701741164,0.0,28.0,2.714285714285714,6.535616704970213,42.71428571428571,1,3,0,7,18,0,0,0,0.0,2.85,1.6,6.6,0,0,0,0,0,0,0,1,0,1,64240,5840,4,20,778457.0,1066785.1307184591,1532788.0,24126.0,TCP_FIN,Virut,INFECTED,0.9949923,MALICIOUS
17475,147.32.84.160-212.117.171.138-1176-65500-6,147.32.84.160,1176,212.117.171.138,65500,TCP,15/08/2011 08:59:53 PM,90471276,85,54,2248.0,4094.0,422.0,0.0,26.44705882352941,69.89371282480975,1274.0,0.0,75.81481481481484,270.8573442025444,70.09959713622254,1.5363992434460634,655588.9565217395,4984731.278001969,54787268.0,6.0,90471276.0,1077038.9999999993,6386957.54737938,54909803.0,6.0,90329608.0,1704332.2264150952,7982830.027252261,54787504.0,4724.0,0,0,0,0,1716,1088,0.9395247172152188,0.5968745262308448,0.0,1274.0,45.29999999999998,177.5365683275566,31519.233093525178,1,3,0,81,137,0,0,0,0.0,45.62589928057554,26.44705882352941,75.81481481481481,0,0,0,3157,38,1047,0,16,0,29,64240,7504,52,20,2026375.6666666667,1746193.103617791,3226374.0,23097.0,TCP_FIN,Virut,INFECTED,0.9633749,MALICIOUS
17481,147.32.84.160-212.117.171.138-1207-65500-6,147.32.84.160,1207,212.117.171.138,65500,TCP,15/08/2011 09:00:54 PM,40458685,15,5,24.0,32.0,10.0,0.0,1.6,3.480558247506528,27.0,0.0,6.4,11.631852818876276,1.384128030854191,0.4943314395907825,2129404.473684211,6683199.02304956,28140853.0,6.0,40458685.0,2889906.071428572,7730665.451044983,28140853.0,6.0,12139797.0,3034949.25,4552448.122282221,9701271.0,21787.0,0,0,0,0,316,108,0.3707485796930869,0.1235828598976956,0.0,27.0,2.6666666666666665,6.342975116877989,40.23333333333333,1,3,0,7,18,0,0,0,0.0,2.8,1.6,6.4,0,0,0,0,0,0,0,1,0,1,64240,5840,4,20,1308273.0,1817770.7161047568,2593631.0,22915.0,TCP_FIN,Virut,INFECTED,0.9934847,MALICIOUS
17491,147.32.84.160-212.117.171.138-1220-65500-6,147.32.84.160,1220,212.117.171.138,65500,TCP,15/08/2011 09:01:07 PM,51385844,64,40,2058.0,2950.0,422.0,0.0,32.156250000000014,81.05655849222303,1341.0,0.0,73.75,283.6969085087744,97.45874758814898,2.0239037039072474,498891.6893203884,2991184.0056800386,25151275.0,7.0,51324582.0,814675.9047619046,3832083.965628009,25304728.0,7.0,51363386.0,1317009.8974358975,4791954.043257965,25151275.0,15656.0,0,0,0,0,1296,808,1.24547920240446,0.7784245015027874,0.0,1341.0,47.6952380952381,185.9920451054046,34593.04084249086,1,3,0,56,102,0,0,0,0.0,48.15384615384615,32.15625,73.75,0,0,0,1669,18,1008,0,19,0,28,64240,7504,36,20,3807328.0,5352283.559845461,7591964.0,22692.0,TCP_FIN,Virut,INFECTED,0.9787981,MALICIOUS
17497,147.32.84.160-212.117.171.138-1236-65500-6,147.32.84.160,1236,212.117.171.138,65500,TCP,15/08/2011 09:01:28 PM,37351228,85,56,2304.0,4108.0,422.0,0.0,27.105882352941173,69.70482382867051,1333.0,0.0,73.35714285714283,262.79009449793534,171.6677159851344,3.774976287258882,266794.4857142857,1493004.234442503,15690100.0,5.0,37351228.0,444657.476190476,1928487.8216688333,15842720.0,5.0,37209876.0,676543.1999999997,2361285.03220898,15690100.0,4238.0,0,0,0,0,1716,1128,2.2756949249432976,1.4992813623155845,0.0,1333.0,45.15492957746479,174.23857841927395,30359.08220956948,1,3,0,87,139,0,0,0,0.0,45.47517730496454,27.105882352941176,73.35714285714286,0,0,0,2128,27,1145,0,16,0,29,64240,7504,56,20,4048932.0,4309824.316613382,7096438.0,1001426.0,TCP_FIN,Virut,INFECTED,0.99037653,MALICIOUS
17506,147.32.84.160-212.117.171.138-1240-65500-6,147.32.84.160,1240,212.117.171.138,65500,TCP,15/08/2011 09:01:38 PM,66272200,85,52,2220.0,3789.0,422.0,0.0,26.117647058823547,69.98561276718065,1271.0,0.0,72.8653846153846,255.69559328494373,90.67150328493696,2.067231810623459,487295.5882352941,3362073.5064643635,36283058.0,6.0,66272200.0,788954.7619047621,4282702.645109768,36429387.0,6.0,66129954.0,1296665.7647058824,5434829.650954099,36283301.0,3020.0,0,0,0,0,1716,1048,1.282589079583898,0.7846427310395611,0.0,1271.0,43.54347826086956,166.9441586592389,27870.35211044113,1,3,0,78,135,0,0,0,0.0,43.86131386861314,26.11764705882353,72.86538461538461,0,0,0,2990,36,997,0,16,0,27,64240,7504,50,20,2389285.6666666665,3821269.054958618,6797765.0,23554.0,TCP_FIN,Virut,INFECTED,0.97908175,MALICIOUS
