,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Fwd Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min
196823,9013023,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802604.6,2687074.844833188,6008385.0,4.0,9013023.0,1802604.6,2687074.844833188,6008385.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
196834,156210829,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31242165.8,59840082.073476285,138254574.0,3007790.0,156210829.0,31242165.8,59840082.073476285,138254574.0,3007790.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
196841,9013248,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802649.6,2687254.843631377,6008945.0,9.0,9013248.0,1802649.6,2687254.843631377,6008945.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
196864,9012642,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802528.4,2687004.5713552106,6008290.0,9.0,9012642.0,1802528.4,2687004.5713552106,6008290.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
196910,8866207,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1773241.4,2671492.6536815143,6008663.0,9.0,8866207.0,1773241.4,2671492.6536815143,6008663.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
196922,9013141,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802628.2,2687255.461948436,6008988.0,9.0,9013141.0,1802628.2,2687255.461948436,6008988.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
196960,9012232,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802446.4,2687017.158845529,6008501.0,9.0,9012232.0,1802446.4,2687017.158845529,6008501.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
196978,9012909,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802581.8,2687039.4585840567,6008313.0,10.0,9012909.0,1802581.8,2687039.4585840567,6008313.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
196981,9012849,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802569.8,2687166.354562032,6008789.0,10.0,9012849.0,1802569.8,2687166.354562032,6008789.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
196998,9012632,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802526.4,2687133.154206412,6008756.0,9.0,9012632.0,1802526.4,2687133.154206412,6008756.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197008,282577740,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56515548.0,116416177.4566301,264749827.0,2896971.0,282577740.0,56515548.0,116416177.4566301,264749827.0,2896971.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197067,8966423,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793284.6,2681978.068101658,6008526.0,9.0,8966423.0,1793284.6,2681978.068101658,6008526.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197076,8966120,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793224.0,2681914.119527786,6008410.0,6.0,8966120.0,1793224.0,2681914.119527786,6008410.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197114,8966213,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793242.6,2682153.8316692985,6009226.0,9.0,8966213.0,1793242.6,2682153.8316692985,6009226.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197156,3004828,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001609.3333333333,1734818.33608431,3004805.0,11.0,3004828.0,1001609.3333333333,1734818.33608431,3004805.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,112,0,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197192,8937242,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1787448.4,2678783.604768646,6008331.0,10.0,8937242.0,1787448.4,2678783.604768646,6008331.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197198,9012476,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802495.2,2687114.6014918494,6008754.0,10.0,9012476.0,1802495.2,2687114.6014918494,6008754.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197205,8976781,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1795356.2,2683224.7050678963,6008947.0,10.0,8976781.0,1795356.2,2683224.7050678963,6008947.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197218,8966049,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793209.8,2681900.510176449,6008397.0,9.0,8966049.0,1793209.8,2681900.510176449,6008397.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197233,9015373,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1803074.6,2687695.3717648694,6009671.0,9.0,9015373.0,1803074.6,2687695.3717648694,6009671.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197253,135948958,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27189791.6,50837299.6051546,118092951.0,3004232.0,135948958.0,27189791.6,50837299.6051546,118092951.0,3004232.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197260,3004054,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001351.3333333333,1734373.1990267646,3004033.0,10.0,3004054.0,1001351.3333333333,1734373.1990267646,3004033.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,112,0,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197266,9012598,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802519.6,2687188.6253562104,6008963.0,6.0,9012598.0,1802519.6,2687188.6253562104,6008963.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197285,8964984,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1792996.8,2681895.844771325,6008779.0,4.0,8964984.0,1792996.8,2681895.844771325,6008779.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197288,8919125,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1783825.0,2617285.7767270086,5901609.0,10.0,8919125.0,1783825.0,2617285.7767270086,5901609.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197308,8921965,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1784393.0,2677141.9678676925,6008257.0,9.0,8921965.0,1784393.0,2677141.9678676925,6008257.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197358,8865801,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1773160.2,2642567.564145372,5908046.0,10.0,8865801.0,1773160.2,2642567.564145372,5908046.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197384,8912886,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1782577.2,2676315.2438746262,6008694.0,9.0,8912886.0,1782577.2,2676315.2438746262,6008694.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197410,8967534,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793506.8,2682449.592331737,6009759.0,7.0,8967534.0,1793506.8,2682449.592331737,6009759.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197421,8912733,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1782546.6,2676419.875328664,6009110.0,6.0,8912733.0,1782546.6,2676419.875328664,6009110.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197427,2995662,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998554.0,1729533.2717218827,2995647.0,5.0,2995662.0,998554.0,1729533.2717218827,2995647.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,112,0,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197456,282122681,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56424536.2,116340926.2196733,264522939.0,2711972.0,282122681.0,56424536.2,116340926.2196733,264522939.0,2711972.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197458,8966835,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793367.0,2681946.5468520247,6008251.0,5.0,8966835.0,1793367.0,2681946.5468520247,6008251.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197462,9033460,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1806692.0,2693749.9841117403,6024100.0,10.0,9033460.0,1806692.0,2693749.9841117403,6024100.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197473,9012177,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802435.4,2686852.5198889878,6007930.0,6.0,9012177.0,1802435.4,2686852.5198889878,6007930.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197502,9012775,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802555.0,2687049.628096586,6008388.0,5.0,9012775.0,1802555.0,2687049.628096586,6008388.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197546,9000925,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800185.0,2685729.261642264,6008399.0,9.0,9000925.0,1800185.0,2685729.261642264,6008399.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197555,8995440,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1799088.0,2688368.380330624,6019906.0,10.0,8995440.0,1799088.0,2688368.380330624,6019906.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197559,8917571,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1783514.2,2679859.083133141,6019208.0,9.0,8917571.0,1783514.2,2679859.083133141,6019208.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197571,8966664,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793332.8,2682090.4034645627,6008830.0,9.0,8966664.0,1793332.8,2682090.4034645627,6008830.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197597,9012424,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802484.8,2687016.5353930555,6008424.0,10.0,9012424.0,1802484.8,2687016.5353930555,6008424.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197601,9012892,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802578.4,2687281.8724414264,6009186.0,10.0,9012892.0,1802578.4,2687281.8724414264,6009186.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197615,8866340,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1773268.0,2671315.934189272,6008016.0,9.0,8866340.0,1773268.0,2671315.934189272,6008016.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197644,9013124,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802624.8,2687114.645016975,6008493.0,9.0,9013124.0,1802624.8,2687114.645016975,6008493.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197654,9004300,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800860.0,2686169.007404039,6008629.0,9.0,9004300.0,1800860.0,2686169.007404039,6008629.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197667,9013034,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802606.8,2686959.55080258,6007976.0,9.0,9013034.0,1802606.8,2686959.55080258,6007976.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197706,156844723,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31368944.6,60292148.20276877,139184405.0,2640437.0,156844723.0,31368944.6,60292148.20276877,139184405.0,2640437.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197709,8986504,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1797300.8,2688535.478802391,6023913.0,3.0,8986504.0,1797300.8,2688535.478802391,6023913.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197756,9011473,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802294.6,2686623.995724895,6007396.0,7.0,9011473.0,1802294.6,2686623.995724895,6007396.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197784,8971279,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1794255.8,2682555.7075564526,6008699.0,8.0,8971279.0,1794255.8,2682555.7075564526,6008699.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197810,9012555,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802511.0,2687051.3057874427,6008494.0,9.0,9012555.0,1802511.0,2687051.3057874427,6008494.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197814,8912528,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1782505.6,2647898.37128076,5908104.0,6.0,8912528.0,1782505.6,2647898.37128076,5908104.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197864,9004923,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800984.6,2686134.5862039938,6008265.0,10.0,9004923.0,1800984.6,2686134.5862039938,6008265.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197867,9013804,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802760.8,2687266.427316279,6008765.0,9.0,9013804.0,1802760.8,2687266.427316279,6008765.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197874,8923266,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1784653.2,2677413.3207961563,6008708.0,5.0,8923266.0,1784653.2,2677413.3207961563,6008708.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197881,9013013,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802602.6,2687306.2979155914,6009227.0,11.0,9013013.0,1802602.6,2687306.2979155914,6009227.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197896,19101344,40,7,1084,34416,542.0,0.0,27.100000000000005,119.63101390182848,7300.0,0.0,4916.571428571428,3399.408127755127,415246.60869565216,2815241.403031722,19094058.0,1.0,19101344.0,489778.0512820512,3057465.5843489403,19094058.0,1.0,6197.0,1032.8333333333337,344.38316838467387,1273.0,372.0,0,0,0,0,816,148,0.0,7300.0,739.5833333333334,2128.214193280899,4529295.652482268,0,3,2,3,45,0,0,0,0.0,755.3191489361702,27.1,4916.571428571428,0,0,0,35500,7,6209550,0,23,0,732,64240,6504,2,20
197942,8932348,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1786469.6,2654404.7267502933,5923500.0,10.0,8932348.0,1786469.6,2654404.7267502933,5923500.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197966,9013671,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802734.2,2687357.198445845,6009145.0,10.0,9013671.0,1802734.2,2687357.198445845,6009145.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
197973,9012602,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802520.4,2687117.7798984363,6008712.0,6.0,9012602.0,1802520.4,2687117.7798984363,6008712.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198014,9012681,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802536.2,2687098.096559037,6008615.0,11.0,9012681.0,1802536.2,2687098.096559037,6008615.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
